iter	Passed	Remaining
563	10908	8432
564	10924	8410
565	10939	8388
566	10955	8366
567	10971	8344
568	10987	8322
569	11002	8300
570	11018	8278
571	11034	8256
572	11051	8235
573	11067	8214
574	11083	8192
575	11099	8170
576	11116	8149
577	11132	8127
578	11147	8105
579	11163	8084
580	11178	8061
581	11194	8040
582	11211	8019
583	11227	7997
584	11243	7976
585	11261	7955
586	11281	7937
587	11298	7916
588	11315	7895
589	11333	7875
590	11351	7855
591	11366	7833
592	11382	7812
593	11398	7790
594	11418	7772
595	11440	7754
596	11459	7735
597	11483	7719
598	11500	7699
599	11517	7678
600	11536	7658
601	11555	7639
602	11577	7622
603	11598	7604
604	11616	7584
605	11631	7562
606	11650	7542
607	11668	7523
608	11685	7502
609	11707	7485
610	11724	7464
611	11741	7443
612	11761	7425
613	11776	7403
614	11793	7382
615	11809	7361
616	11826	7341
617	11846	7322
618	11862	7301
619	11877	7280
620	11893	7258
621	11910	7238
622	11927	7217
623	11943	7196
624	11958	7175
625	11974	7154
626	11989	7132
627	12004	7110
628	12019	7089
629	12034	7067
630	12049	7046
631	12064	7024
632	12079	7003
633	12095	6982
634	12112	6962
635	12128	6941
636	12144	6920
637	12160	6899
638	12175	6878
639	12192	6858
640	12207	6837
641	12223	6816
642	12238	6794
643	12253	6773
644	12269	6753
645	12287	6733
646	12302	6712
647	12319	6692
648	12336	6672
649	12353	6651
650	12368	6630
651	12383	6609
652	12399	6588
653	12414	6567
654	12429	6547
655	12446	6526
656	12461	6505
657	12477	6485
658	12492	6464
659	12507	6443
660	12524	6423
661	12539	6402
662	12558	6383
663	12576	6364
664	12594	6344
665	12611	6324
666	12626	6303
667	12642	6283
668	12656	6262
669	12674	6242
670	12691	6222
671	12706	6201
672	12721	6181
673	12738	6161
674	12768	6147
675	12789	6129
676	12818	6115
677	12842	6099
678	12867	6083
679	12914	6077
680	12935	6059
681	12956	6041
682	12979	6024
683	13002	6007
684	13028	5991
685	13051	5974
686	13073	5956
687	13101	5941
688	13124	5924
689	13144	5905
690	13166	5887
691	13185	5868
692	13205	5850
693	13225	5831
694	13243	5811
695	13262	5792
696	13282	5774
697	13300	5754
698	13316	5734
699	13334	5714
700	13352	5695
701	13371	5676
702	13390	5656
703	13407	5637
704	13427	5618
705	13445	5599
706	13462	5579
707	13479	5559
708	13497	5539
709	13515	5520
710	13532	5500
711	13551	5481
712	13571	5462
713	13590	5443
714	13608	5424
715	13627	5405
716	13643	5385
717	13660	5365
718	13677	5345
719	13694	5325
720	13710	5305
721	13725	5285
722	13743	5265
723	13760	5245
724	13778	5226
725	13796	5206
726	13812	5186
727	13829	5166
728	13848	5148
729	13867	5129
730	13885	5109
731	13903	5090
732	13922	5071
733	13938	5051
734	13956	5032
735	13973	5012
736	13991	4992
737	14009	4973
738	14026	4953
739	14044	4934
740	14065	4916
741	14083	4896
742	14103	4878
743	14120	4858
744	14137	4839
745	14156	4820
746	14174	4800
747	14192	4781
748	14211	4762
749	14228	4742
750	14245	4723
751	14264	4704
752	14283	4685
753	14303	4666
754	14321	4647
755	14338	4627
756	14355	4608
757	14373	4588
758	14390	4569
759	14407	4549
760	14425	4530
761	14441	4510
762	14459	4491
763	14477	4472
764	14497	4453
765	14517	4434
766	14534	4415
767	14554	4396
768	14575	4378
769	14592	4358
770	14610	4339
771	14628	4320
772	14646	4301
773	14663	4281
774	14681	4262
775	14700	4243
776	14721	4225
777	14743	4207
778	14768	4189
779	14792	4172
780	14817	4154
781	14835	4135
782	14856	4117
783	14877	4098
784	14894	4079
785	14914	4060
786	14936	4042
787	14960	4025
788	14980	4006
789	14997	3986
790	15015	3967
791	15035	3948
792	15056	3930
793	15075	3911
794	15093	3892
795	15115	3873
796	15136	3855
797	15159	3837
798	15182	3819
799	15203	3800
800	15224	3782
801	15246	3764
802	15273	3747
803	15305	3731
804	15333	3714
805	15364	3698
806	15391	3681
807	15416	3663
808	15446	3646
809	15471	3629
810	15492	3610
811	15515	3592
812	15535	3573
813	15560	3555
814	15629	3547
815	15652	3529
816	15670	3509
817	15685	3489
818	15701	3470
819	15716	3450
820	15734	3430
821	15754	3411
822	15771	3391
823	15788	3372
824	15804	3352
825	15821	3332
826	15841	3313
827	15867	3296
828	15886	3276
829	15901	3257
830	15918	3237
831	15934	3217
832	15950	3197
833	15969	3178
834	15987	3159
835	16004	3139
836	16021	3119
837	16037	3100
838	16053	3080
839	16071	3061
840	16089	3041
841	16106	3022
842	16122	3002
843	16138	2982
844	16154	2963
845	16173	2944
846	16191	2924
847	16207	2905
848	16224	2885
849	16241	2866
850	16257	2846
851	16276	2827
852	16295	2808
853	16313	2789
854	16330	2769
855	16346	2749
856	16364	2730
857	16384	2711
858	16400	2691
859	16416	2672
860	16432	2652
861	16450	2633
862	16469	2614
863	16494	2596
864	16516	2577
865	16533	2558
866	16550	2538
867	16566	2519
868	16583	2499
869	16601	2480
870	16617	2461
871	16633	2441
872	16649	2422
873	16666	2402
874	16683	2383
875	16702	2364
876	16719	2344
877	16736	2325
878	16752	2306
879	16769	2286
880	16823	2272
881	16860	2255
882	16884	2237
883	16905	2218
884	16925	2199
885	16942	2179
886	16958	2160
887	16973	2140
888	16990	2121
889	17007	2102
890	17023	2082
891	17040	2063
892	17056	2043
893	17072	2024
894	17088	2004
895	17107	1985
896	17125	1966
897	17144	1947
898	17163	1928
899	17182	1909
900	17203	1890
901	17224	1871
902	17244	1852
903	17262	1833
904	17279	1813
905	17296	1794
906	17316	1775
907	17333	1756
908	17353	1737
909	17368	1717
910	17384	1698
911	17400	1679
912	17418	1659
913	17435	1640
914	17452	1621
915	17468	1601
916	17484	1582
917	17505	1563
918	17527	1544
919	17547	1525
920	17564	1506
921	17581	1487
922	17599	1468
923	17615	1448
924	17633	1429
925	17650	1410
926	17667	1391
927	17682	1371
928	17700	1352
929	17715	1333
930	17733	1314
931	17751	1295
932	17770	1276
933	17787	1256
934	17803	1237
935	17819	1218
936	17836	1199
937	17853	1180
938	17868	1160
939	17884	1141
940	17901	1122
941	17917	1103
942	17935	1084
943	17951	1064
944	17967	1045
945	17988	1026
946	18008	1007
947	18027	988
948	18044	969
949	18062	950
950	18079	931
951	18095	912
952	18111	893
953	18128	874
954	18146	855
955	18163	835
956	18179	816
957	18196	797
958	18215	778
959	18231	759
960	18248	740
961	18264	721
962	18280	702
963	18298	683
964	18316	664
965	18332	645
966	18348	626
967	18364	607
968	18381	588
969	18398	569
970	18417	550
971	18435	531
972	18452	512
973	18469	493
974	18488	474
975	18506	455
976	18525	436
977	18541	417
978	18559	398
979	18575	379
980	18592	360
981	18609	341
982	18636	322
983	18651	303
984	18669	284
985	18686	265
986	18702	246
987	18718	227
988	18733	208
989	18749	189
990	18767	170
991	18784	151
992	18800	132
993	18819	113
994	18837	94
995	18854	75
996	18873	56
997	18889	37
998	18905	18
999	18922	0
