iter	MultiClass
287	0.2289386304
288	0.2287804749
289	0.2286241343
290	0.2283812602
291	0.2281693373
292	0.2279278119
293	0.2277177161
294	0.227432889
295	0.2272616966
296	0.2269747199
297	0.2268410946
298	0.2266436861
299	0.2263684113
300	0.2261023907
301	0.2258007358
302	0.2256078141
303	0.2254161334
304	0.2251988643
305	0.2249664815
306	0.2246440164
307	0.2244896059
308	0.2242354659
309	0.2239742246
310	0.2236697579
311	0.2234649382
312	0.2232714344
313	0.2229858217
314	0.2227855513
315	0.222562327
316	0.222321593
317	0.2220496504
318	0.2219124935
319	0.2217222826
320	0.2214826554
321	0.2213674286
322	0.2211442334
323	0.2207980985
324	0.2206172465
325	0.2205485109
326	0.2203242708
327	0.2201801448
328	0.2199854136
329	0.2197959287
330	0.2196785843
331	0.2194102137
332	0.2191775817
333	0.218991101
334	0.2187925429
335	0.2186613525
336	0.2184948006
337	0.2183351962
338	0.2182718251
339	0.2180334157
340	0.2178650611
341	0.217602416
342	0.217446066
343	0.2172246524
344	0.2171434758
345	0.2170430439
346	0.2169444312
347	0.2166795466
348	0.2164984926
349	0.2163688862
350	0.2161481374
351	0.2159178046
352	0.215745206
353	0.215461075
354	0.2152546276
355	0.2151656442
356	0.2150079588
357	0.2149374422
358	0.2146674226
359	0.2145565736
360	0.2143658004
361	0.2142109237
362	0.2139459761
363	0.2137394675
364	0.213619937
365	0.2134046467
366	0.213311254
367	0.213144992
368	0.2130100147
369	0.2129119053
370	0.2127628529
371	0.2126462854
372	0.2124360483
373	0.2122938902
374	0.212114224
375	0.2119669378
376	0.2118362034
377	0.2116549373
378	0.2114811097
379	0.2113790035
380	0.2110781667
381	0.2109044628
382	0.2107179502
383	0.2105883794
384	0.2104233055
385	0.2102932838
386	0.2100801678
387	0.2100064446
388	0.2098768646
389	0.2097461214
390	0.2096035241
391	0.2093744312
392	0.209258737
393	0.2090202996
394	0.2088317045
395	0.2086399356
396	0.2084844708
397	0.2082604621
398	0.2081923008
399	0.2079644873
400	0.2078386344
401	0.2076205261
402	0.2075448716
403	0.2073031629
404	0.2071213979
405	0.2069762178
406	0.2067968942
407	0.2066444137
408	0.206413642
409	0.2062179378
410	0.2060892585
411	0.2059848494
412	0.2059033946
413	0.2057858232
414	0.2056604537
415	0.2054771517
416	0.205342361
417	0.2051641241
418	0.2049512949
419	0.2048186437
420	0.2046454143
421	0.2044254734
422	0.2042838513
423	0.2041280689
424	0.2039772527
425	0.2036111561
426	0.2034932941
427	0.2033584945
428	0.2031888609
429	0.2030525169
430	0.2027898246
431	0.2025678947
432	0.2024822305
433	0.2022991226
434	0.2022161939
435	0.2021256997
436	0.2020184331
437	0.2018468871
438	0.2017606517
439	0.2016382321
440	0.2013831037
441	0.2012683592
442	0.2011539888
443	0.2009621758
444	0.2008404871
445	0.2006125162
446	0.2004312222
447	0.2002657811
448	0.2001224872
449	0.1999571762
450	0.1997689601
451	0.1996226749
452	0.1995269289
453	0.1993780301
454	0.1992286956
455	0.1991644188
456	0.1990151258
457	0.198867205
458	0.1986835469
459	0.1984532981
460	0.198323828
461	0.1981975643
462	0.1979699884
463	0.1977887004
464	0.1975997861
465	0.1973855137
466	0.1972821131
467	0.1971967899
468	0.1970327105
469	0.1969385265
470	0.1968644257
471	0.1967828881
472	0.196692671
473	0.1965533692
474	0.1964763304
475	0.1963244258
476	0.196195409
477	0.1960885698
478	0.1959339694
479	0.1958545074
480	0.1955956937
481	0.1955226582
482	0.1953759518
483	0.1951887071
484	0.1950164846
485	0.1948473282
486	0.1947656587
487	0.1946605194
488	0.1945069819
489	0.1943902265
490	0.1943133474
491	0.1941846028
492	0.1941246342
493	0.1940102924
494	0.193899843
495	0.1937549321
496	0.1935943566
497	0.1935158683
498	0.1933560658
499	0.1931777395
500	0.1930725972
501	0.1928194567
502	0.1926674884
503	0.1925374054
504	0.1923556359
505	0.192191721
506	0.1920874553
507	0.1920103983
508	0.1918942509
509	0.1918137742
510	0.1916193667
511	0.191349429
512	0.1912394442
513	0.1910936393
514	0.1909738048
515	0.1908364331
516	0.1906565455
517	0.190539005
518	0.1904283216
519	0.1902410192
520	0.1901438741
521	0.1900733124
522	0.1899459311
523	0.1898011317
524	0.1895960967
525	0.1895254008
526	0.1894260452
527	0.1892963355
528	0.1892124262
529	0.1890413412
530	0.1889446112
531	0.1887374713
532	0.1885615306
533	0.1884283282
534	0.188293146
535	0.1881576954
536	0.1880887089
537	0.1879812137
538	0.1878649578
539	0.1877284545
540	0.1876061295
541	0.18749016
542	0.1873735559
543	0.1872323617
544	0.1870971081
545	0.1869831788
546	0.1869021064
547	0.1867755059
548	0.1865805003
549	0.186476421
550	0.1862888495
551	0.1861574216
552	0.1861030805
553	0.1860290375
554	0.1859304153
555	0.1858259406
556	0.1857695754
557	0.1856597833
558	0.1855801986
559	0.1854807603
560	0.1853811702
561	0.1853381027
562	0.1851708174
563	0.1850813788
564	0.184963588
565	0.1848309659
566	0.1847250667
567	0.1846249621
568	0.1845085743
569	0.1844372651
570	0.1843285334
571	0.184185974
572	0.1841058985
573	0.1840522945
574	0.1839276289
575	0.183844433
576	0.1837409904
577	0.1836436354
578	0.1834760871
579	0.1833757279
580	0.1832937577
581	0.1832027879
582	0.1830237317
583	0.1829176659
584	0.1827741804
585	0.1825814368
586	0.1823926068
587	0.1823203667
588	0.1822484605
589	0.1821133999
590	0.181964405
591	0.1818361698
592	0.1817559189
593	0.1816669319
594	0.1815573159
595	0.1814563511
596	0.1813210243
597	0.1812494187
598	0.1811736751
599	0.1810257313
600	0.1808563994
601	0.1807661934
602	0.1805956872
603	0.1804872959
604	0.1803987074
605	0.1803386664
606	0.1800874758
607	0.1800152455
608	0.1798214761
609	0.1796895176
610	0.1796005741
611	0.1795238356
612	0.1793629085
613	0.1792187572
614	0.1790547443
615	0.1789570654
616	0.1788005351
617	0.1786606568
618	0.1785261762
619	0.1783925557
620	0.1782314376
621	0.1781643409
622	0.1780639727
623	0.177940042
624	0.1778637432
625	0.1777417984
626	0.1776726654
627	0.1776281112
628	0.1775300383
629	0.177457636
630	0.1774044988
631	0.1772847235
632	0.1772016658
633	0.1771365868
634	0.1770455895
635	0.1769390348
636	0.1768521999
637	0.176776686
638	0.1765913165
639	0.1765029138
640	0.1763617198
641	0.1761991242
642	0.1761345225
643	0.176014687
644	0.1758962607
645	0.1758262153
646	0.1757249508
647	0.175572324
648	0.1754552634
649	0.1753644171
650	0.1752276292
651	0.1751403715
652	0.1750370692
653	0.1749542391
654	0.174892917
655	0.1747435925
656	0.1746673742
657	0.1745137918
658	0.1744647126
659	0.174309861
660	0.1741783065
661	0.174113794
662	0.1739760955
663	0.1738796365
664	0.1737705519
665	0.1736427169
666	0.1735930412
667	0.1734913468
668	0.1734320539
669	0.1732789325
670	0.173102593
671	0.1729866038
672	0.1728696487
673	0.17273545
674	0.1725577881
675	0.1724856892
676	0.1723824997
677	0.1722573069
678	0.1721273313
679	0.1720310125
680	0.1719886817
681	0.171923353
682	0.1718303007
683	0.1716810198
684	0.1715543513
685	0.1714129807
686	0.171335166
687	0.1712112562
688	0.171117708
689	0.170986325
690	0.1709551451
691	0.1709106474
692	0.1708180353
693	0.1707053658
694	0.1706146503
695	0.170548148
696	0.1704452406
697	0.1703500233
698	0.170199958
699	0.170106119
700	0.169950736
701	0.1698305115
702	0.1697516352
703	0.169636702
704	0.1695315125
705	0.1693729882
706	0.1692812653
707	0.1692030227
708	0.169073493
709	0.1689481911
710	0.1688027398
711	0.1687155936
712	0.1686398482
713	0.1685517005
714	0.1684262692
715	0.1683819057
716	0.1683408646
717	0.1682806978
718	0.1681942033
719	0.1681137813
720	0.1680392492
721	0.168012394
722	0.1679009464
723	0.1677794641
724	0.1677117594
725	0.1676009616
726	0.1675556034
727	0.1674958583
728	0.1674134726
729	0.1673469327
730	0.1672821807
731	0.1671291557
732	0.1670307596
733	0.166972192
734	0.1668778848
735	0.1668095065
736	0.166690844
737	0.1665368211
738	0.1663805588
739	0.1662642423
740	0.1661525232
741	0.1660315543
742	0.1658745846
743	0.1658027542
744	0.1657385625
745	0.1656221831
746	0.1655472984
747	0.1654922996
748	0.1653530535
749	0.1652277508
750	0.1651416185
751	0.1650886251
752	0.1649877327
753	0.1648540875
754	0.164785559
755	0.164680768
756	0.1646164388
757	0.1645340166
758	0.1644331223
759	0.1643561805
760	0.1642656891
761	0.1642082936
762	0.164120731
763	0.1640644277
764	0.1639589138
765	0.163892675
766	0.1638173189
767	0.1637278461
768	0.1635947821
769	0.1635620734
770	0.1634910637
771	0.163389393
772	0.1632826743
773	0.163200524
774	0.163067748
775	0.1630020625
776	0.1628985195
777	0.1627756425
778	0.1626916433
779	0.1626078085
780	0.1625107597
781	0.1624656687
782	0.1624105426
783	0.1623483853
784	0.162268271
785	0.1622295489
786	0.1621684763
787	0.1620881937
788	0.1620124047
789	0.1618617644
790	0.1617269726
791	0.1616877931
792	0.1615947524
793	0.1614706585
794	0.1614014444
795	0.161316342
796	0.1612628996
797	0.161192406
798	0.1610868894
799	0.1610281914
800	0.1609299509
801	0.1608668165
802	0.1607495075
803	0.1606952183
804	0.1606047671
805	0.1605441906
806	0.160388699
807	0.1603212474
808	0.1602493594
809	0.1601674205
810	0.1600805782
811	0.1600239106
812	0.1599328171
813	0.1598465359
814	0.1597593565
815	0.1595974129
816	0.1594814594
817	0.1594317133
818	0.1593616841
819	0.159317408
820	0.1592315876
821	0.159148508
822	0.1590791887
823	0.1589125744
824	0.158838381
825	0.1587800407
826	0.158682663
827	0.1586320658
828	0.1585658631
829	0.158500847
830	0.1584259742
831	0.1583182911
832	0.1582324145
833	0.1581280134
834	0.158072419
835	0.157862086
836	0.1577935469
837	0.1576564998
838	0.157597815
839	0.1575275032
840	0.1574817448
841	0.157414997
842	0.1573392593
843	0.1572829627
844	0.1572042029
845	0.157092405
846	0.1569712814
847	0.1568544208
848	0.1567715243
849	0.1566861657
850	0.1566147017
851	0.1565104722
852	0.1564344897
853	0.1563208235
854	0.1562843992
855	0.156247542
856	0.1561576094
857	0.1560465599
858	0.1559926027
859	0.1558864896
860	0.1558110054
861	0.1556786698
862	0.1556112161
863	0.155462488
864	0.1553385322
865	0.155305911
866	0.1552056858
867	0.1550149424
868	0.1549250639
869	0.1547813059
870	0.1547290851
871	0.1546420505
872	0.1545806619
873	0.1544826426
874	0.1543796834
875	0.1543036704
876	0.1541897527
877	0.154110638
878	0.1540412791
879	0.1539708823
880	0.1538970038
881	0.1538041394
882	0.1537556288
883	0.1537114996
884	0.1536569807
885	0.1535695946
886	0.1535170717
887	0.1534538981
888	0.1532872203
889	0.1532181542
890	0.1531564882
891	0.1530561689
892	0.1530028895
893	0.1529435353
894	0.1528577555
895	0.1528074487
896	0.1527267385
897	0.1526280304
898	0.1525168117
899	0.1524287858
900	0.1523412233
901	0.152228925
902	0.1521882827
903	0.1521326646
904	0.1520296685
905	0.1519920103
906	0.1519326077
907	0.1518441825
908	0.1516491506
909	0.1515944005
910	0.1515492288
911	0.151472286
912	0.1513698985
913	0.1512736011
914	0.1512347137
915	0.1511764549
916	0.1511325646
917	0.1510636522
918	0.1510011725
919	0.1509325728
920	0.1507954811
921	0.1507087454
922	0.1506346538
923	0.1505354049
924	0.1504413588
925	0.1503866906
926	0.1503009264
927	0.1502547594
928	0.1500798883
929	0.1500400529
930	0.1499418514
931	0.1497772768
932	0.1496732285
933	0.1496299644
934	0.1495772371
935	0.1495316905
936	0.1494622883
937	0.149419
938	0.1493380332
939	0.1492652397
940	0.1491840915
941	0.1490789673
942	0.149023056
943	0.1489183458
944	0.1487936899
945	0.1487180414
946	0.1486652204
947	0.1485891935
948	0.1485583249
949	0.1484702019
950	0.1483507754
951	0.1482802367
952	0.1482020436
953	0.1481251591
954	0.1479584343
955	0.1478816605
956	0.1478329829
957	0.1477641309
958	0.1476463568
959	0.1476036382
960	0.1475529823
961	0.1474266283
962	0.1473781848
963	0.1473201847
964	0.14722216
965	0.1470956778
966	0.1470312734
967	0.1469525724
968	0.1469030443
969	0.1468410721
970	0.1467585793
971	0.1467024512
972	0.1466453628
973	0.1466016326
974	0.1464921621
975	0.1464595445
976	0.1463988182
977	0.1462906676
978	0.1462004689
979	0.1461733927
980	0.1460795195
981	0.1460305585
982	0.1459798979
983	0.1459094953
984	0.1457799071
985	0.1456723493
986	0.1455519728
987	0.1454865879
988	0.1454273399
989	0.1453756014
990	0.145322804
991	0.145268163
992	0.1451511251
993	0.145051309
994	0.1449722067
995	0.144867177
996	0.1447467758
997	0.1446995831
998	0.1446630016
999	0.1446109959
